0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,0.000000,0.0000
0.000000,0.000000,1.899913,15.1000
0.000000,0.000000,0.000000,15.1000
0.000000,0.000000,9.199986,3.1000
0.000000,0.000000,27.899980,2.2999
0.000000,0.000000,7.200045,1.8999
0.000000,0.000000,10.999920,2.4999
0.000000,0.000000,25.800080,16.4000
0.000000,0.000000,11.599940,11.2000
0.000000,0.000000,4.799998,33.5001
0.000000,0.000000,48.400090,4.5000
0.000000,0.000000,15.199910,15.2000
0.000000,0.000000,6.100015,48.5001
0.000000,0.000000,125.199900,12.9001
0.000000,0.000000,33.299960,10.1001
0.000000,0.000000,24.899860,5.1999
0.000000,0.000000,25.800080,13.6001
0.000000,0.000000,60.700080,21.1001
0.000000,0.000000,42.400120,6.8001
0.000000,0.000000,18.700010,1.0000
0.000000,0.000000,0.999951,5.6000
0.000000,0.000000,0.600031,5.1000
4.425495,5.100004,0.000000,0.0000
4.304615,5.100004,0.000000,0.0000
1.624256,5.100004,0.000000,0.0000
4.952307,5.100004,0.000000,0.0000
2.680953,5.100004,0.000000,0.0000
3.706656,5.100004,0.000000,0.0000
28.947790,5.100004,0.000000,0.0000
26.609280,5.100004,0.000000,0.0000
4.873270,5.100004,0.000000,0.0000
3.013244,5.100004,0.000000,0.0000
3.734758,5.100004,0.000000,0.0000
1.908956,5.100004,0.000000,0.0000
20.754140,5.100004,0.000000,0.0000
4.844886,5.100004,0.000000,0.0000
2.598722,5.100004,0.000000,0.0000
74.227970,5.100004,0.000000,0.0000
33.105610,5.100004,0.000000,0.0000
34.970750,5.100004,0.000000,0.0000
90.000190,5.100004,0.000000,0.0000
90.000110,5.100004,0.000000,0.0000
78.046840,5.100004,0.000000,0.0000
13.629810,5.100004,0.000000,0.0000
90.000560,5.100004,0.000000,0.0000
88.712760,5.100004,0.000000,0.0000
89.678670,5.100004,0.000000,0.0000
78.028380,5.100004,0.000000,0.0000
6.072508,5.100004,0.000000,0.0000
0.034264,5.100004,0.000000,0.0000
15.879730,5.100004,0.000000,0.0000
90.000250,5.100004,0.000000,0.0000
90.000040,5.100004,0.000000,0.0000
87.351310,5.100004,0.000000,0.0000
21.966630,5.100004,0.000000,0.0000
49.709410,5.100004,0.000000,0.0000
3.420737,5.100004,0.000000,0.0000
2.597818,5.100004,0.000000,0.0000
4.821824,5.100004,0.000000,0.0000
0.416371,5.100004,0.000000,0.0000
4.680233,5.100004,0.000000,0.0000
3.562714,5.100004,0.000000,0.0000
3.089652,5.100004,0.000000,0.0000
6.569548,5.100004,0.000000,0.0000
0.935236,5.100004,0.000000,0.0000
65.508190,5.100004,0.000000,0.0000
48.651440,5.100004,0.000000,0.0000
4.718665,5.100004,0.000000,0.0000
3.074598,5.100004,0.000000,0.0000
2.105800,5.100004,0.000000,0.0000
61.577930,5.100004,0.000000,0.0000
89.259450,5.100004,0.000000,0.0000
89.892750,5.100004,6.599954,2.0000
0.000000,0.000000,49.600100,2.8001
0.000000,0.000000,87.500110,18.9001
0.000000,0.000000,6.900011,15.8000
0.000000,0.000000,8.300021,18.5001
5.429535,18.500090,0.999951,2.0000
1.416236,20.500080,0.000000,0.0000
36.924190,20.500080,0.000000,0.0000
90.014340,20.500080,0.800153,0.0000
0.000000,0.000000,20.400020,7.9001
0.000000,0.000000,17.499960,1.7998
2.784388,1.799832,0.300014,0.1000
3.225190,1.699848,0.000000,0.0000
33.107730,1.699848,0.000000,0.0000
36.895260,1.699848,0.000000,0.0000
4.667072,1.699848,0.000000,0.0000
13.837940,1.699848,0.000000,0.0000
87.656910,1.699848,0.000000,0.0000
10.302760,1.699848,0.000000,0.0000
0.191797,1.699848,0.000000,0.0000
0.000000,0.000000,12.700030,19.7001
0.000000,0.000000,36.099930,10.6001
0.000000,0.000000,15.900060,4.9001
0.000000,0.000000,23.099990,5.0999
0.000000,0.000000,6.500019,2.7999
4.819182,2.799882,0.019782,0.0000
3.362841,2.799882,0.019782,0.0000
4.786961,2.799882,0.019782,0.0000
0.368505,2.799882,0.019782,0.0000
5.844356,2.799882,0.019782,0.0000
10.180080,2.799882,0.019782,0.0000
1.106414,2.799882,0.019782,0.0000
4.958672,2.799882,0.019782,0.0000
9.581316,2.799882,0.019782,0.0000
2.585129,2.799882,14.399960,1.0998
0.000000,0.000000,2.799952,2.5001
0.000000,0.000000,14.600070,5.5001
0.000000,0.000000,8.700055,4.3001
2.903466,4.300063,0.000000,0.0000
4.664973,4.300063,0.000000,0.0000
3.590960,4.300063,0.000000,0.0000
0.494956,4.300063,84.900000,12.9001
0.000000,0.000000,53.800030,7.8001
0.000000,0.000000,3.799988,9.5001
0.000000,0.000000,32.199960,5.4999
0.000000,0.000000,19.300040,13.7001
1.284204,13.700120,0.019782,0.0000
4.922349,13.700120,0.019782,0.0000
1.507660,13.700120,0.019782,0.0000
4.346859,13.700120,0.019782,0.0000
56.803190,13.700120,0.019782,0.0000
4.189888,13.700120,0.019782,0.0000
4.932408,13.700120,0.019782,0.0000
1.804827,13.700120,0.019782,0.0000
4.165605,13.700120,0.019782,0.0000
4.266593,13.700120,0.019782,0.0000
1.559469,13.700120,0.019782,0.0000
43.729150,13.700120,0.019782,0.0000
2.606844,13.700120,0.019782,0.0000
3.875756,13.700120,0.019782,0.0000
