no,posx,posy,posz,movedirx,movediry,movedirz,viewdirx,viewdiry,viewdirz,deltapos,deltamovedir,deltaviewdir,label
2,-39.6128,1.465114,-7.413530000000001,-0.02252197,0.0,0.00860405,-0.38359,-0.8859040000000001,-0.260832,0.02411,49.25885,46.1526,0
3,-39.6237,1.496834,-7.383311999999999,-0.01089859,0.0,0.03021765,-0.641334,-0.765266,-0.055316,0.032123,117.4882,41.71744,2
4,-39.6199,1.491187,-7.383823,0.003799438,0.0,-0.0005106926,-0.581643,-0.808662,-0.088078,0.003834,48.232279999999996,7.716028999999999,2
5,-39.582640000000005,1.515087,-7.351914999999999,0.03725815,0.0,0.03190804,-0.066785,-0.85998,0.505939,0.049054,39.34445,96.44011,2
6,-39.55764,1.5917569999999999,-7.351377,0.02500153,0.0,0.0005378723,0.029706,-0.310325,0.950166,0.025006999999999998,137.4446,50.54591,2
7,-39.64139,1.618738,-7.4316580000000005,-0.08375168,0.0,-0.08028078,-0.9988670000000001,-0.045472000000000005,-0.014051,0.116014,50.67667,108.0693,2
8,-39.63665,1.618707,-7.492388,0.0047416690000000004,0.0,-0.06072998,-0.774575,-0.06305,-0.629332,0.060915,42.93632,39.296240000000004,2
9,-39.60241,1.6212309999999999,-7.523873,0.03424072,0.0,-0.03148508,-0.400515,-0.026867000000000002,-0.915897,0.046516,173.1277,29.362609999999997,1
10,-39.605579999999996,1.621441,-7.5201649999999995,-0.0031700129999999997,0.0,0.0037078859999999996,-0.478245,-0.02187,-0.8779540000000001,0.004878,0.567862,5.245222,1
11,-39.61116,1.621809,-7.513767,-0.0055809019999999996,0.0,0.006398201,-0.5361520000000001,0.0008359999999999999,-0.8441209999999999,0.008490000000000001,7.7815710000000005,5.052761,1
12,-39.61789,1.623267,-7.507892,-0.006729125999999999,0.0,0.005874634,-0.574447,0.0025109999999999998,-0.818538,0.008933,15.905439999999999,2.737277,1
13,-39.64631,1.597582,-7.494509,-0.02841949,0.0,0.01338291,-0.775478,-0.274337,-0.568658,0.031412999999999996,84.92115,34.46622,1
14,-39.64395,1.608557,-7.48808,0.002357483,0.0,0.006429195,-0.777075,-0.12383,-0.617107,0.006848000000000001,109.1093,11.011239999999999,1
15,-39.65599,1.584033,-7.487864,-0.01203918,0.0,0.0002160072,-0.724831,-0.37913800000000003,-0.575217,0.012041,80.23751999999999,15.195079999999999,1
16,-39.66319,1.574522,-7.441012,-0.007198334,0.0,0.04685211,-0.873276,-0.45999799999999996,-0.160599,0.047402,113.6082,33.12126,1
17,-39.66487,1.570668,-7.442077,-0.001682281,0.0,-0.0010652539999999999,-0.861869,-0.502162,-0.070822,0.001991,106.7146,8.479095,1
18,-39.66085,1.588511,-7.445564999999999,0.004020691,0.0,-0.0034880640000000004,-0.939803,-0.303396,-0.157229,0.005323,61.347609999999996,17.28151,1
19,-39.666990000000006,1.556031,-7.473739,-0.0061378480000000004,0.0,-0.02817392,-0.7472310000000001,-0.648353,-0.14589000000000002,0.028835000000000003,102.7397,24.305889999999998,1
20,-39.65295,1.5960530000000002,-7.473628999999999,0.01403809,0.0,0.0001101494,-0.9431799999999999,-0.27715700000000004,-0.18329,0.014039,71.46621999999999,24.3829,1
21,-39.649570000000004,1.6101219999999998,-7.463278999999999,0.003379822,0.0,0.01035023,-0.965656,-0.176396,-0.190771,0.010888,121.8086,6.108776,1
22,-39.64144,1.6168799999999999,-7.47293,0.00812912,0.0,-0.009651184,-0.943098,-0.090201,-0.32004699999999997,0.012619,35.15846,12.55452,1
23,-39.63913,1.608176,-7.4996279999999995,0.002311707,0.0,-0.02669811,-0.793308,-0.186829,-0.579447,0.026798000000000002,26.23585,22.992720000000002,1
24,-39.642759999999996,1.5832030000000001,-7.508949,-0.0036315920000000003,0.0,-0.009320736,-0.8045180000000001,-0.41305200000000003,-0.426778,0.010003,163.3616,21.8291,1
25,-39.64144,1.6034540000000002,-7.492717,0.001319885,0.0,0.01623201,-0.844874,-0.18048699999999998,-0.503599,0.016286000000000002,144.5498,16.85136,1
26,-39.650090000000006,1.582799,-7.502986999999999,-0.008647919,0.0,-0.01027012,-0.7885770000000001,-0.45773199999999997,-0.410642,0.013425999999999999,111.2768,20.132720000000003,1
27,-39.656729999999996,1.577487,-7.490817999999999,-0.006641388000000001,0.0,0.01216888,-0.8235399999999999,-0.47861800000000004,-0.304479,0.013863,44.47112,8.571651,2
28,-39.639140000000005,1.61429,-7.428851,0.01758957,0.0,0.0619669,-0.8790549999999999,-0.09868500000000001,0.466394,0.064415,0.645587,71.17087,2
29,-39.620940000000004,1.537261,-7.3673779999999995,0.01819992,0.0,0.06147289,-0.391955,-0.697887,0.599438,0.06411,178.6527,67.46603,2
30,-39.62755,1.606983,-7.391789,-0.006607056,0.0,-0.02441072,-0.670471,-0.17620999999999998,0.720708,0.025289,2.770292,43.861,2
31,-39.631890000000006,1.614555,-7.4052169999999995,-0.004341125,0.0,-0.01342821,-0.749605,-0.110008,0.652679,0.014112000000000001,177.2434,9.855404,1
32,-39.61954,1.592953,-7.372489999999999,0.01234818,0.0,0.03272724,-0.578951,-0.336602,0.742641,0.034979,160.4507,24.36876,1
33,-39.62238,1.593067,-7.375846000000001,-0.002838135,0.0,-0.00335598,-0.6066590000000001,-0.329084,0.723649,0.0043950000000000005,7.756891,2.491477,1
34,-39.63224,1.595481,-7.391346,-0.009860991999999999,0.0,-0.01550007,-0.732974,-0.253473,0.63127,0.018371000000000002,112.1389,13.819360000000001,1
