-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.812000,-69.900000,0.000000,0.000000,-1.000000
-38.500000,1.780000,-69.900000,0.013593,-0.228351,-0.973484
-38.500000,1.780000,-69.900000,0.013052,-0.355107,-0.934735
-38.500000,1.780000,-69.900000,0.023339,-0.295708,-0.954993
-38.500000,1.780000,-69.900000,0.039056,-0.230050,-0.972395
-38.500000,1.780000,-69.900000,-0.102430,-0.199368,-0.974557
-38.500000,1.780000,-69.900000,0.384604,-0.216440,-0.897348
-38.500000,1.780000,-69.900000,0.096453,-0.238534,-0.966333
-38.500000,1.780000,-69.900000,0.108074,-0.340380,-0.934056
-38.500000,1.780000,-69.900000,0.279384,-0.144356,-0.949266
-38.500000,1.780000,-69.900000,0.544024,0.087156,-0.834531
-38.500000,1.780000,-69.900000,0.024910,-0.307357,-0.951268
-38.500000,1.780000,-69.900000,0.242083,-0.161604,-0.956703
-38.500000,1.780000,-69.900000,0.562041,0.012217,-0.827019
-38.500000,1.780000,-69.900000,0.464953,0.159881,-0.870779
-38.500000,1.780000,-69.900000,0.626443,0.022687,-0.779137
-38.500000,1.780000,-69.900000,-0.489623,-0.216440,-0.844644
-38.500000,1.780000,-69.900000,-0.536107,-0.099320,-0.838287
-38.500000,1.780000,-69.900000,-0.842027,-0.411514,-0.348779
-38.500000,1.780000,-69.900000,-0.694075,-0.697165,0.179500
-38.500000,1.780000,-69.900000,-0.818388,-0.570714,-0.067284
-38.500000,1.780000,-69.900000,-0.882913,-0.351842,-0.310923
-38.500000,1.780000,-69.900000,-0.911892,-0.248691,0.326505
-38.500000,1.780000,-69.900000,-0.769211,-0.346936,0.536609
-38.500000,1.780000,-69.900000,-0.949848,-0.083679,0.301310
-38.500000,1.780000,-69.900000,-0.921004,-0.213031,0.326144
-38.500000,1.780000,-69.900000,-0.888734,-0.214736,0.405019
-38.500000,1.780000,-69.900000,-0.978562,-0.097584,-0.181366
-38.500000,1.780000,-69.900000,-0.940715,-0.190810,-0.280440
-38.500000,1.780000,-69.900000,-0.886738,-0.190810,0.421054
-38.500000,1.780000,-69.900000,-0.985230,0.109734,0.131458
-38.500000,1.780000,-69.900000,-0.957749,0.275636,0.082108
-38.500000,1.780000,-69.900000,-0.689731,0.364875,-0.625410
-38.500000,1.780000,-69.900000,-0.373393,0.152986,-0.914972
-38.500000,1.780000,-69.900000,-0.425553,0.125334,-0.896212
-38.500000,1.780000,-69.900000,-0.461460,-0.183952,-0.867881
-38.500000,1.780000,-69.900000,-0.511740,0.083678,-0.855056
-38.500000,1.780000,-69.900000,-0.657461,0.061048,-0.751012
-38.500000,1.780000,-69.900000,-0.616795,-0.027922,-0.786628
-38.500000,1.780000,-69.900000,-0.965421,-0.221549,0.137400
-38.500000,1.780000,-69.900000,-0.993234,-0.106265,0.046840
-38.500000,1.780000,-69.900000,-0.782123,-0.285689,0.553774
-38.500000,1.780000,-69.900000,-0.702055,-0.340381,0.625508
-38.500000,1.780000,-69.900000,-0.467360,-0.147811,0.871623
-38.500000,1.780000,-69.900000,-0.159482,-0.292373,0.942912
-38.500000,1.780000,-69.900000,-0.299468,-0.090634,0.949792
-38.500000,1.780000,-69.900000,-0.657568,0.106263,0.745864
-38.500000,1.780000,-69.900000,-0.445268,0.064531,0.893069
-38.500000,1.780000,-69.900000,-0.012217,-0.008728,0.999887
-38.500000,1.780000,-69.900000,0.202269,-0.071499,0.976717
-38.500000,1.780000,-69.900000,0.299562,-0.087157,0.950088
-38.500000,1.780000,-69.900000,-0.113159,-0.027923,0.993184
-38.500000,1.780000,-69.900000,0.718030,-0.337097,0.608933
