2,-39.635090,1.622320,-7.427134,-0.0005683899,0,0.000202179,-0.943793,-0.022237,0.329787,0.000603,7.471968,1.045110
3,-39.636960,1.620103,-7.426733,-0.001869202,0,0.0004010201,-0.944540,-0.048752,0.324759,0.001912,156.923000,1.806989
4,-39.635410,1.621155,-7.427825,0.001548767,0,-0.001091957,-0.947069,-0.019294,0.320449,0.001895,16.605520,1.970053
5,-39.619060,1.637358,-7.433321,0.01634979,0,-0.005496025,-0.927183,0.196973,0.318643,0.017249,110.614200,10.527160
6,-39.619640,1.631241,-7.416994,-0.000579834,0,0.0163269,-0.838343,0.092372,0.537260,0.016337,70.878680,19.747920
7,-39.538380,1.632452,-7.385548,0.08126068,0,0.03144598,0.385348,0.111156,0.916052,0.087133,99.064350,81.242350
8,-39.532340,1.649173,-7.413738,0.006038666,0,-0.02818966,0.454944,0.402309,0.794464,0.028829,127.353600,24.323350
9,-39.591450,1.632150,-7.385844,-0.05910873,0,0.02789354,-0.510057,0.111310,0.852908,0.065360,86.463730,78.009430
10,-39.633300,1.630192,-7.461974,-0.04185104,0,-0.07612991,-0.977795,0.080220,-0.193602,0.086875,78.383260,72.108940
11,-39.567120,1.637571,-7.518330,0.06618118,0,-0.05635595,-0.171900,0.185578,-0.967477,0.086925,36.151350,74.818920
12,-39.562820,1.621213,-7.536330,0.004299164,0,-0.01800013,-0.090738,-0.045192,-0.994849,0.018506,2.023714,12.968390
13,-39.561900,1.615007,-7.540886,0.000919342,0,-0.004555702,-0.060273,-0.106803,-0.992452,0.004648,85.794910,5.276884
14,-39.562840,1.614667,-7.541148,-0.0009384155,0,-0.0002622604,-0.072697,-0.111325,-0.991121,0.000974,71.831050,0.980197
15,-39.567800,1.615279,-7.652292,-0.004959106,0,-0.1111436,-0.054012,-0.103494,-0.993163,0.111254,0.796722,1.533425
16,-39.643150,1.619924,-8.938998,-0.07535172,0,-1.286706,-0.070114,-0.049600,-0.996305,1.288911,0.848576,4.009901
17,-39.701740,1.627750,-10.279420,-0.05858994,0,-1.340422,-0.006086,0.049412,-0.998760,1.341702,1.721697,3.687268
18,-39.720150,1.627608,-11.629590,-0.01840973,0,-1.35017,-0.021730,0.044730,-0.998763,1.350296,1.547755,1.165669
19,-39.776150,1.626250,-13.006560,-0.05599976,0,-1.37697,-0.082167,0.025903,-0.996282,1.378109,7.808539,4.547944
20,-40.016420,1.626314,-14.350340,-0.2402687,0,-1.34378,-0.048200,0.030565,-0.998370,1.365091,10.434660,2.217860
21,-40.009430,1.624550,-15.697450,0.006988525,0,-1.34711,0.053087,0.011676,-0.998522,1.347128,33.336270,6.889546
22,-40.645660,1.624123,-16.675700,-0.6362305,0,-0.9782495,-0.381367,0.004229,-0.924414,1.166945,26.047090,25.888710
23,-41.772250,1.623475,-17.350320,-1.126591,0,-0.6746216,-0.639288,-0.006324,-0.768942,1.313134,9.885886,17.440870
24,-42.793500,1.624182,-18.231830,-1.021248,0,-0.8815098,-0.668584,0.005627,-0.743615,1.349076,2.860265,2.259589
25,-43.788620,1.624640,-19.181460,-0.995121,0,-0.9496288,-0.612227,0.009727,-0.790622,1.375522,2.986751,4.441450
26,-44.715040,1.624757,-20.162720,-0.9264183,0,-0.9812603,-0.615099,0.012632,-0.788348,1.349490,12.093020,0.374688
27,-45.363240,1.636560,-21.230490,-0.648201,0,-1.06777,0.638804,0.175552,-0.749073,1.249119,72.699360,87.807430
