2,0.044994,5.106646,71.09737,
3,0.002684,174.1904,5.8358,1
4,0.016572,117.933,7.110185,1
5,0.031989,172.353,29.77986,1
6,0.004713,135.1425,4.4109,1
7,0.014282,68.9937,11.78167,3
8,0.006521,88.45916,5.39358,3
9,0.001779,110.674,9.956306,3
10,0.006475,152.5527,13.17195,3
11,0.014171,115.9226,10.92151,3
12,0.007545,106.1267,2.757451,3
13,0.012069,119.8625,10.4231,3
14,0.016412,142.0386,1.564533,3
15,0.009812,170.2538,8.764487,3
16,0.011318,70.75041,11.2213,3
17,0.018339,81.88062,11.50698,3
18,0.006884,82.37166,5.524166,3
19,0.008701,137.4523,12.1299,3
20,0.010584,148.5117,7.960521,3
21,0.008761,165.1505,7.884295,3
22,0.009282,165.3562,12.65513,3
23,0.015834,113.0314,8.184832,3
24,0.014088,172.1475,9.729527,3
25,0.026138,59.43552,6.60235,1
26,0.01376,139.5332,94.06212,1
27,0.038284,82.09981,117.8571,2
28,0.032009,81.61052,24.96385,2
29,0.040138,109.8728,79.79105,2
30,0.022943,63.91959,48.69099,1
31,0.008091,4.250082,8.456329,1
32,0.01072,40.13194,21.82928,1
33,0.006163,156.9761,8.523346,1
34,0.012442,144.6537,28.28239,1
35,0.021217,118.0904,8.305461,1
36,0.037595,138.5789,182.6561,1
37,0.015953,161.5523,142.7312,2
38,0.010694,109.8892,49.05078,2
39,0.004866,68.63012,51.89043,2
40,0.030968,120.9828,79.86691,2
41,0.019151,132.6544,22.2667,1
42,0.001371,93.7825,3.215929,1
43,0.012508,32.94535,9.837372,3
44,0.013627,28.67241,19.2352,3
45,0.004664,41.07249,4.292543,3
46,0.024095,22.83296,15.83322,3
47,0.017493,38.81421,12.11834,3
48,0.014468,144.1936,11.82566,3
49,0.021715,37.14394,15.2555,3
50,0.011501,48.84684,15.36988,1
51,0.026209,22.7117,23.37922,1
52,0.036176,36.99606,25.77287,2
53,0.024072,29.57909,24.93294,2
54,0.027128,25.51359,26.48666,1
55,0.018028,173.6401,19.25058,1
56,0.065432,67.58191,63.92781,1
57,0.080886,75.96748,68.37204,2
58,0.059934,60.6097,65.86536,2
59,0.024762,172.6496,28.11431,2
60,0.037691,86.12095,47.25583,2
61,0.069165,17.82389,60.06011,1
62,0.016104,61.4742,16.66067,1
63,0.042684,10.95612,50.51057,1
64,0.035671,103.9607,27.15239,1
65,0.028367,66.49416,12.74075,1
66,0.018994,123.1019,10.31957,3
67,0.002353,74.14685,1.543819,3
68,0.000444,59.29931,0.310099,3
69,0.001848,1.361138,1.891902,1
70,0.049332,65.10932,24.2423,1
71,0.02123,147.7519,18.95019,2
72,0.02328,14.09963,31.93834,2
73,0.260076,33.25524,43.38104,1
74,1.296435,62.12688,34.91793,4
75,1.249031,44.1089,72.95231,1
76,1.261287,84.17464,16.96586,1
77,0.897352,11.77549,31.28082,1
78,1.080013,38.12143,55.12133,1
79,1.284226,17.08457,5.085205,1
80,1.347149,33.79961,6.603878,1
81,1.180253,24.64267,11.06183,1
82,1.331617,8.32565,13.2846,5
83,1.344859,2.001934,4.045589,5
84,1.374866,1.26393,1.14343,5
85,1.346789,0.213063,7.09337,1
86,1.351834,37.11887,5.749325,1
87,0.915958,58.45157,4.92529,6
88,1.331196,81.78674,2.016336,1
89,0.759633,88.69641,42.13978,1
90,0.892827,53.75683,49.49732,4
91,0.84656,22.37277,59.52913,4
92,0.904928,79.56735,80.45535,1
93,0.84456,11.0844,60.63319,1
94,0.907119,11.83974,36.91153,1
95,0.88857,53.18933,81.34914,1
96,0.472033,111.6592,63.70228,1
97,1.097386,44.54143,7.737621,1
98,1.35955,61.6528,12.78354,1
99,1.188786,20.29717,52.28692,1
100,1.357268,26.17994,30.78732,1
101,1.159213,45.79932,8.393698,1
102,1.321703,10.70363,4.738771,1
103,1.377404,1.185972,2.134377,1
104,1.351694,29.81603,3.253464,1
105,1.259394,40.95947,64.2113,1
106,1.359965,92.31292,11.47247,1
107,0.654214,58.92833,56.60436,1
108,0.756888,47.60158,56.50808,4
109,0.858122,106.0808,15.67455,4
110,0.752844,58.42497,188.1187,4
111,1.359936,31.79229,2.883603,1
112,1.266093,25.87407,16.89634,1
113,1.370304,15.12444,14.72214,1
114,1.345818,11.52619,6.934431,1
115,1.334875,24.87283,28.71556,1
116,1.335704,31.71583,11.57333,1
117,0.700054,95.80638,16.54837,6
118,0.331015,77.87919,8.681002,6
119,0.320163,31.43143,5.210112,1
120,0.048928,123.6665,53.47569,1
121,1.033489,159.5885,73.23152,1
122,0.530488,117.0544,9.28371,1
123,0.194366,165.2998,19.08084,1
124,1.148348,50.57805,33.17025,1
125,1.343471,33.70333,42.46628,1
126,1.148182,42.45671,10.71408,1
127,1.344783,1.040611,1.897327,1
128,1.348491,17.22761,2.690788,5
129,1.239819,18.24061,1.925005,1
130,1.363995,32.06763,1.21062,1
131,0.966183,121.0272,150.4534,1
132,1.130738,25.00343,61.55784,4
133,1.275559,177.865,54.67605,1
134,1.008065,9.393584,111.8433,1
135,1.370036,5.41088,2.789563,1
136,1.332226,7.725528,11.76411,5
137,1.345452,8.767326,4.841719,1
138,1.239366,126.0753,93.74512,4
139,1.002115,21.07877,80.1235,4
140,1.359777,101.4939,16.86644,4
141,0.552146,74.20065,162.6606,1
142,1.289322,24.72278,12.21566,1
143,1.333542,8.942878,10.99724,1
144,1.366165,7.523448,8.218921,5
145,1.335712,20.12478,16.9751,5
146,1.351119,4.012394,13.03825,5
147,1.342793,6.699313,8.143137,5
148,1.332871,3.411854,10.17818,5
149,1.264244,14.27011,0.474486,5
150,1.300601,12.1967,18.6523,5
151,1.373883,9.236121,2.992231,1
152,1.331565,65.34402,45.72393,1
153,1.210539,11.01392,39.68056,4
154,0.904469,64.65485,55.20514,1
155,1.301917,3.298178,45.21267,1
156,1.348342,12.34266,28.87311,1
157,1.354204,0.598725,5.573929,1
158,1.375281,2.900701,5.704403,5
159,1.349126,7.093429,3.711143,1
160,1.299862,97.99147,66.16356,1
161,1.060774,0.319594,66.34393,1
162,1.111132,126.034,5.667945,1
163,0.804662,20.30353,1.759346,1
164,1.343698,1.877114,2.271296,5
165,1.344145,8.403754,5.22389,5
166,1.328624,16.98568,20.44122,5
167,1.337726,15.41555,7.246861,5
168,1.307679,10.23234,3.857615,1
169,1.283243,108.4305,4.296713,1
170,0.384123,42.54834,6.457866,6
171,0.92269,46.59606,20.37367,1
172,1.251576,18.00508,76.20807,4
173,0.866123,49.06199,70.08593,1
174,0.894281,12.29729,55.87584,1
175,1.326342,12.35679,15.22118,1
176,1.369979,2.900026,9.275146,5
177,1.351546,13.45323,2.733473,5
178,1.317065,11.55643,7.395199,5
179,1.370158,9.295742,9.570751,1
180,1.336431,20.08288,21.19069,1
181,1.31998,27.02968,16.77055,1
182,0.955754,10.97835,15.2463,1
183,1.274777,9.315615,26.41335,1
184,1.347586,6.870383,2.568502,1
185,1.374264,0.686711,7.570398,5
186,1.349052,6.027663,2.108758,1
187,1.319789,16.50815,23.76167,1
188,0.941981,46.44893,28.23479,4
189,0.899755,30.71829,29.88888,4
190,0.924214,13.91387,55.81878,1
191,0.955368,65.45422,2.567299,1
192,1.174882,0.952238,5.324137,1
193,1.349019,0.135621,1.827791,5
194,1.351771,0.027976,2.228825,5
195,1.376636,0.434763,0.942155,5
196,1.375894,0.628696,0.940689,5
197,1.352757,2.012367,4.203308,5
198,1.350762,0.092787,0.931097,5
199,1.376392,0.515103,1.49086,5
200,1.377004,1.017411,0.9914,5
201,1.349634,1.145859,1.255535,5
202,1.378419,0.165511,2.179169,5
203,1.376101,0.813492,1.470787,5
204,1.349352,0.142653,1.240379,5
205,1.350595,0.184518,0.783343,5
206,1.348506,0.654916,1.415925,5
207,1.377493,0.176939,0.694247,5
208,1.377321,1.423541,0.375912,5
209,0.959741,0.205584,1.108678,5
210,0.873469,0.192815,2.955181,5
211,1.290784,0.633965,0.440502,5
212,1.26167,0.238211,2.117989,5
213,0.886621,0.090654,1.361041,5
214,0.897347,0.034264,1.773993,5
215,1.033226,0.027976,0.665454,5
216,0.987244,0.019782,0.61937,5
217,0.924302,0.052339,0.376201,5
