-39.634520,1.623330,-7.427336,-0.940271,-0.014904,0.340101
-39.635090,1.622320,-7.427134,-0.943793,-0.022237,0.329787
-39.636960,1.620103,-7.426733,-0.944540,-0.048752,0.324759
-39.635410,1.621155,-7.427825,-0.947069,-0.019294,0.320449
-39.619060,1.637358,-7.433321,-0.927183,0.196973,0.318643
-39.619640,1.631241,-7.416994,-0.838343,0.092372,0.537260
-39.538380,1.632452,-7.385548,0.385348,0.111156,0.916052
-39.532340,1.649173,-7.413738,0.454944,0.402309,0.794464
-39.591450,1.632150,-7.385844,-0.510057,0.111310,0.852908
-39.633300,1.630192,-7.461974,-0.977795,0.080220,-0.193602
-39.567120,1.637571,-7.518330,-0.171900,0.185578,-0.967477
-39.562820,1.621213,-7.536330,-0.090738,-0.045192,-0.994849
-39.561900,1.615007,-7.540886,-0.060273,-0.106803,-0.992452
-39.562840,1.614667,-7.541148,-0.072697,-0.111325,-0.991121
-39.567800,1.615279,-7.652292,-0.054012,-0.103494,-0.993163
-39.643150,1.619924,-8.938998,-0.070114,-0.049600,-0.996305
-39.701740,1.627750,-10.279420,-0.006086,0.049412,-0.998760
-39.720150,1.627608,-11.629590,-0.021730,0.044730,-0.998763
-39.776150,1.626250,-13.006560,-0.082167,0.025903,-0.996282
-40.016420,1.626314,-14.350340,-0.048200,0.030565,-0.998370
-40.009430,1.624550,-15.697450,0.053087,0.011676,-0.998522
-40.645660,1.624123,-16.675700,-0.381367,0.004229,-0.924414
-41.772250,1.623475,-17.350320,-0.639288,-0.006324,-0.768942
-42.793500,1.624182,-18.231830,-0.668584,0.005627,-0.743615
-43.788620,1.624640,-19.181460,-0.612227,0.009727,-0.790622
-44.715040,1.624757,-20.162720,-0.615099,0.012632,-0.788348
-45.363240,1.636560,-21.230490,0.638804,0.175552,-0.749073
-44.553100,1.628701,-22.148150,-0.397004,0.056463,-0.916079
-45.481730,1.626009,-22.939240,-0.889069,0.024474,-0.457118
-46.770410,1.621274,-23.428390,-0.926455,-0.032288,-0.375019
-47.673350,1.622863,-24.395320,-0.921290,-0.008348,-0.388786
-48.847310,1.625049,-25.038540,-0.941915,0.013363,-0.335586
-50.129980,1.624132,-25.537600,-0.949385,0.001553,-0.314111
-51.442910,1.623763,-25.952930,-0.970434,-0.003008,-0.241347
-52.723430,1.626385,-25.894740,-0.779138,0.036815,0.625770
-53.918040,1.623635,-25.511980,-0.956162,-0.003857,-0.292812
-55.083660,1.627570,-26.061390,-0.005993,0.073740,-0.997259
-54.171720,1.630863,-26.526980,0.981477,0.081022,0.173606
-54.079920,1.628125,-27.099650,-0.960384,0.050067,-0.274145
-55.357500,1.628632,-27.461240,-0.956876,0.061528,-0.283905
-56.674690,1.627375,-27.763240,-0.973445,0.041117,-0.225199
-58.025040,1.627882,-28.031300,-0.967843,0.048370,-0.246862
-59.347070,1.628271,-28.302550,-0.965732,0.053414,-0.253984
-60.687600,1.628276,-28.432880,-0.997014,0.052765,-0.056389
-62.063650,1.627950,-28.473090,-0.991148,0.048944,-0.123412
-63.405250,1.628455,-28.532380,-0.917813,0.055729,-0.393083
-64.721690,1.629361,-28.845100,-0.770386,0.066986,-0.634049
-66.007080,1.628048,-29.266500,-0.811359,0.050028,-0.582404
-67.287830,1.628369,-29.688450,-0.801567,0.054009,-0.595461
-68.549030,1.627506,-30.163160,-0.746928,0.043949,-0.663452
-69.716540,1.627134,-30.613390,-0.572367,0.043521,-0.818841
-70.735390,1.627623,-30.617480,-0.517452,0.044573,-0.854550
-71.776210,1.626553,-30.626450,-0.578326,0.030019,-0.815253
-72.718320,1.626521,-30.841790,-0.569859,0.030320,-0.821183
-73.506700,1.626587,-31.386320,-0.364579,0.031913,-0.930626
-74.024700,1.624607,-32.047920,-0.235790,0.001834,-0.971802
-74.374530,1.627518,-33.312460,-0.027350,0.044354,-0.998641
-74.423650,1.628692,-34.658560,-0.018891,0.058841,-0.998088
-74.550390,1.628771,-36.023330,-0.042572,0.059765,-0.997304
-74.850100,1.629727,-37.337270,-0.005320,0.072493,-0.997355
-75.120830,1.629461,-38.659520,0.025432,0.068919,-0.997298
-75.240420,1.629179,-40.023210,0.039162,0.065318,-0.997096
-75.194640,1.629450,-41.398960,0.031961,0.068865,-0.997114
-75.221860,1.629750,-42.743450,0.037482,0.072777,-0.996644
-75.426960,1.629437,-44.077590,0.048404,0.068746,-0.996459
-75.614330,1.629969,-45.414520,0.056908,0.074773,-0.995575
-75.849820,1.629309,-46.763630,0.191420,0.068508,-0.979115
-76.321770,1.630996,-47.932980,0.564062,0.131718,-0.815159
-75.966730,1.633783,-48.311500,0.873806,0.134682,-0.467251
-75.571550,1.630252,-49.542440,0.263355,0.082957,-0.961126
-75.687440,1.628900,-50.880200,0.290192,0.061481,-0.954992
-75.898720,1.628582,-52.212910,0.351229,0.063940,-0.934104
-75.324470,1.632602,-53.328280,0.866567,0.109689,-0.486857
-75.466910,1.629755,-54.589660,0.000383,0.074764,-0.997201
-75.960840,1.632030,-55.859510,0.179931,0.103586,-0.978210
-76.286480,1.632625,-57.167020,0.155698,0.112723,-0.981352
-76.142690,1.642854,-58.436490,0.833298,0.261010,-0.487327
-75.454610,1.639501,-59.593750,0.622453,0.214616,-0.752657
