Bounds,-60.16877,1.297847,2.278351E-15,4.141017E-16,4.689068E-15,-1
Bounds,-60.89025,1.12152,1.152774E-15,4.141017E-16,4.689068E-15,-1
Bounds,-61.23711,0.5052314,0,0,0,-1
Bounds,-61.58794,1.173936,1.109641E-15,4.141017E-16,4.689068E-15,-1
Bounds,-61.53945,6.294168,0.09999847,0,1.530808E-18,-1
Bounds,-51.34921,2.923658,0.09999847,0,1.530808E-18,-1
Bounds,-36.3895,2.54077,0.09999847,0,1.530808E-18,-1
DaMen,-35.54264,5.177279,-0.4465715,0,0,-0.9999999
Bounds,-44.06814,2.609097,0.09999847,0,1.530808E-18,-1
Bounds,-63.92932,3.623469,-12.27254,0.5287082,0.792017,-0.3052487
JiaoXueLou,-44.44559,6.904202,-34.975,0,0,1
DiaoSu,-41.06495,0.8730749,-24.00566,-0.3368903,0,0.9415439
DiaoSu,-40.4361,0.06594104,-21.93542,-0.06782499,0,0.9976973
Bounds,-40.61724,0,-21.91644,0,1,0
DiaoSu,-40.34423,0.1275382,-21.92918,-0.06782499,0,0.9976973
DiaoSu,-40.69411,0.8764557,-23.87298,-0.3368903,0,0.9415439
DiaoSu,-39.79661,2.398053,-25.84963,0.1146234,0,0.993409
DiaoSu,-40.02983,2.265072,-25.86337,-0.1146234,0,0.993409
JiaoXueLou,-41.59415,2.199382,-35.05,0,0,1
DiaoSu,-40.59187,1.991218,-26.26975,-0.8437485,0,0.5367388
DiaoSu,-39.46503,1.744288,-25.93703,0.5367154,0,0.8437634
JiaoXueLou,-48.20535,1.70796,-35,0,0,1
JiaoXueLou,-56.44597,1.478326,-35,0,0,1
JiaoXueLou,-57.86975,1.751067,-35,0,0,1
JiaoXueLou,-56.03788,1.819249,-35,0,0,1
JiaoXueLou,-56.29165,1.862509,-35,0,0,1
JiaoXueLou,-34.31952,4.671528,-34.18055,0,-1,0
JiaoXueLou,-49.60001,2.346479,-33.79378,1,0,0
JiaoXueLou,-69.03651,2.274429,-35.05,0,0,1
Bounds,-79.7,0.4736176,-36.75793,1,1.530809E-18,1.192093E-07
Bounds,-79.7,1.332644,-37.91058,1,1.530809E-18,1.192093E-07
Bounds,-79.7,2.062757,-36.03072,1,1.530809E-18,1.192093E-07
Bounds,-79.7,1.672506,-35.32104,1,1.530809E-18,1.192093E-07
Bounds,-79.7,1.536173,-32.98043,1,1.530809E-18,1.192093E-07
Bounds,-79.69999,2.901037,-4.228321,1,1.530809E-18,1.192093E-07
Bounds,-79.7,1.519632,-33.40734,1,1.530809E-18,1.192093E-07
JiaoXueLou,-55.13767,2.292208,-35.05,0,0,0.9999999
TiYuGuan,-3.357921,5.825593,-17.53891,0,0,-0.9999999
Bounds,-79.7,2.963743,-34.41298,1,1.530809E-18,1.192093E-07
