Bounds,-45.02114,0,-2.875122,0,1,0
Bounds,-42.79994,0,-6.166293,0,1,0
Bounds,-45.96087,0,-7.787067,0,1,0
Bounds,-52.32835,0.1,-18.34653,0,1,0
Bounds,-43.73023,0,-11.12002,0,1,0
Bounds,-40.29203,0,-7.586685,0,1,0
Bounds,-39.30056,0,-8.331573,0,1,0
Bounds,-39.18564,0,-8.252213,0,1,0
Bounds,-39.62464,0,-7.854528,0,1,0
Bounds,-40.04212,0,-7.184665,0,1,0
Bounds,-39.84895,0,-7.094162,0,1,0
Bounds,-40.01469,0,-7.153327,0,1,0
Bounds,-40.05196,0,-7.057692,0,1,0
Bounds,-39.90924,0,-7.085163,0,1,0
Bounds,-39.82103,0,-7.333425,0,1,0
Bounds,-39.62403,0,-7.329754,0,1,0
Bounds,-39.6537,0,-6.658303,0,1,0
Bounds,-40.28117,0,-2.790328,0,1,0
Bounds,-41.93053,0.1888409,0.09999847,0,1.530808E-18,-1
Bounds,-40.5074,0,-3.447778,0,1,0
Bounds,-40.50426,0,-2.557615,0,1,0
Bounds,-40.82262,0,-1.483531,0,1,0
Bounds,-41.82196,0.2661705,0.09999847,0,1.530808E-18,-1
Bounds,-41.68756,1.038212,0.09999847,0,1.530808E-18,-1
Bounds,-41.22748,0.7839336,0.09999847,0,1.530808E-18,-1
Bounds,-41.72628,0.1349831,0.09999847,0,1.530808E-18,-1
Bounds,-45.35395,1.985714,0.09999847,0,1.530808E-18,-1
Bounds,-53.12778,0.6733493,2.265719E-15,4.141017E-16,4.689068E-15,-1
Bounds,-44.58064,1.836523,0.09999847,0,1.530808E-18,-1
Bounds,-39.49984,0,-7.646988,0,1,0
Bounds,-40.30534,0,-14.18756,0,1,0
Bounds,-42.34425,0,-16.38638,0,1,0
Bounds,-39.40214,0,-8.183249,0,1,0
Bounds,-40.48717,0,-3.256021,0,1,0
Bounds,-43.80077,0,-0.3713194,0,1,0
Bounds,-47.28096,0,-4.994425,0,1,0
Bounds,-35.31967,0.2965336,0.09999847,0,1.530808E-18,-1
TiYuGuan,-25.00028,0.6371102,-7.09308,-1,0,0
Bounds,-39.0958,0,-6.778819,0,1,0
Bounds,-38.7218,0,-9.136328,0,1,0
Bounds,-38.9728,0,-9.887826,0,1,0
Bounds,-39.33409,0,-9.504212,0,1,0
Bounds,-39.60407,0,-8.711094,0,1,0
Bounds,-39.69616,0,-8.398033,0,1,0
Bounds,-39.59303,0,-8.303845,0,1,0
Bounds,-39.04203,0,-8.501334,0,1,0
Bounds,-39.61687,0,-10.28576,0,1,0
Bounds,-39.50317,0,-7.394447,0,1,0
Bounds,-39.52614,0,-7.433211,0,1,0
Bounds,-39.52354,0,-7.426687,0,1,0
Bounds,-39.52181,0,-7.420582,0,1,0
Bounds,-39.52079,0,-7.415291,0,1,0
Bounds,-39.51978,0,-7.410398,0,1,0
Bounds,-39.52091,0,-7.397785,0,1,0
Bounds,-39.52172,0,-7.386672,0,1,0
Bounds,-39.52234,0,-7.377798,0,1,0
Bounds,-39.52266,0,-7.37143,0,1,0
Bounds,-39.52311,0,-7.36679,0,1,0
Bounds,-39.5236,0,-7.363348,0,1,0
Bounds,-39.52376,0,-7.360978,0,1,0
Bounds,-39.52372,0,-7.358685,0,1,0
Bounds,-39.52408,0,-7.357215,0,1,0
Bounds,-39.52412,0,-7.355968,0,1,0
Bounds,-39.52411,0,-7.354915,0,1,0
Bounds,-39.52403,0,-7.354115,0,1,0
Bounds,-39.52404,0,-7.353886,0,1,0
Bounds,-39.52378,0,-7.353714,0,1,0
Bounds,-39.52375,0,-7.353269,0,1,0
Bounds,-39.73248,0,-7.106309,0,1,0
Bounds,-39.40882,0,-6.947329,0,1,0
Bounds,-39.25851,0,-7.292137,0,1,0
Bounds,-39.85524,0,-6.942386,0,1,0
Bounds,-39.79868,0,-7.034726,0,1,0
Bounds,-39.32595,0,-6.859353,0,1,0
Bounds,-39.61246,0,-7.515819,0,1,0
Bounds,-39.62768,0,-7.542953,0,1,0
Bounds,-39.58747,0,-7.934552,0,1,0
Bounds,-39.76909,0,-7.222008,0,1,0
Bounds,-40.04076,0,-5.958202,0,1,0
Bounds,-40.23984,0,-3.595828,0,1,0
Bounds,-41.51171,0,-0.5789163,0,1,0
Bounds,-41.54116,0,-1.712859,0,1,0
Bounds,-41.8505,0,-2.273415,0,1,0
Bounds,-41.95577,0,-1.990638,0,1,0
Bounds,-41.86251,0,-2.63916,0,1,0
Bounds,-42.00689,0,-2.319011,0,1,0
Bounds,-41.01049,0,-4.896015,0,1,0
Bounds,-42.42429,0,-2.822834,0,1,0
Bounds,-41.93726,0,-1.926068,0,1,0
Bounds,-39.60094,0.0956192,0.09999847,0,1.530808E-18,-1
Bounds,-42.94016,0.04237938,0.09999847,0,1.530808E-18,-1
Bounds,-44.49361,0.523016,0.09999847,0,1.530808E-18,-1
Bounds,-32.66393,3.543398,0.09999847,0,1.530808E-18,-1
TiYuGuan,-25.00028,1.225374,-12.0715,-1,0,0
Bounds,-39.45825,0.6685581,0.09999847,0,1.530808E-18,-1
Bounds,-54.87715,0,-26.76953,0,1,0
JiaoXueLou,-58.40424,1.690735,-35,0,0,1
Bounds,-37.10872,0.361557,0.09999847,0,1.530808E-18,-1
DaMen,-48.48382,0.8553419,2.269483E-14,1.303647E-15,3.419134E-16,-1
Bounds,-79.7,1.843351,-33.93221,1,1.530809E-18,1.192093E-07
JiaoXueLou,-43.92589,5.026754,-33.7,0,0,1
