2,-39.633490,1.582671,-7.528458,0.02064896,0,-0.04999018,-0.681142,-0.464050,-0.566307,0.054087,70.084590,23.516160
3,-39.595780,1.619272,-7.526793,0.0377121,0,0.001665115,-0.609413,-0.024234,-0.792483,0.037749,151.515900,38.959730
4,-39.626620,1.612253,-7.511780,-0.03084183,0,0.01501322,-0.739180,-0.154790,-0.655479,0.034302,59.022400,18.390500
5,-39.632750,1.597015,-7.515771,-0.006130219,0,-0.003991127,-0.670556,-0.270945,-0.690610,0.007315,145.305200,11.094450
6,-39.623290,1.610401,-7.516040,0.009460449,0,-0.0002689362,-0.672370,-0.158831,-0.722974,0.009464,27.699680,7.814369
7,-39.586990,1.609660,-7.536434,0.03630066,0,-0.02039433,-0.308122,-0.138475,-0.941215,0.041637,18.158530,25.975750
8,-39.566290,1.614868,-7.540521,0.02069855,0,-0.004086971,-0.043563,-0.112344,-0.992714,0.021098,7.476641,17.123150
9,-39.556290,1.611352,-7.543896,0.01000214,0,-0.003375053,0.065683,-0.146892,-0.986969,0.010556,174.641000,8.316528
10,-39.565140,1.613475,-7.541806,-0.008850098,0,0.002089977,-0.045532,-0.122981,-0.991364,0.009094,100.584300,7.819832
11,-39.564500,1.615546,-7.540358,0.0006408691,0,0.001448154,-0.036545,-0.100059,-0.994310,0.001584,82.707390,1.846434
12,-39.564000,1.615386,-7.540507,0.0004997253,0,-0.0001487732,-0.027779,-0.101614,-0.994436,0.000521,25.175800,0.594642
13,-39.562870,1.615732,-7.540336,0.00112915,0,0.0001707077,-0.017133,-0.097877,-0.995051,0.001142,26.614270,0.829045
14,-39.562020,1.616496,-7.539736,0.0008506775,0,0.000600338,-0.018210,-0.089081,-0.995858,0.001041,51.471490,0.568758
15,-39.560280,1.616072,-7.540243,0.001739502,0,-0.0005073547,-0.003211,-0.094835,-0.995488,0.001812,41.462710,1.193798
16,-39.493710,1.615525,-7.508914,0.06657028,0,0.03132915,0.487341,-0.098862,-0.867598,0.073574,67.045370,29.740140
17,-39.171120,1.618493,-7.797777,0.3225899,0,-0.2888632,0.537106,-0.067602,-0.840802,0.433020,15.426250,5.044522
18,-38.566280,1.617395,-8.738795,0.6048393,0,-0.9410181,0.472585,-0.078945,-0.877742,1.118636,7.500146,4.923807
19,-37.991480,1.617077,-9.958605,0.5747986,0,-1.21981,0.420474,-0.083545,-0.903450,1.348454,0.052339,3.605159
20,-37.404110,1.618670,-11.202260,0.5873718,0,-1.243655,0.405204,-0.065387,-0.911885,1.375385,8.732866,2.042443
21,-37.016750,1.620799,-12.505930,0.3873596,0,-1.30367,-0.087229,-0.043143,-0.995254,1.360001,18.266560,30.243570
22,-37.056260,1.617928,-13.822950,-0.03950882,0,-1.31702,0.530992,-0.078351,-0.843747,1.317613,28.775530,39.213160
23,-36.448410,1.617981,-15.012980,0.6078491,0,-1.19003,0.586950,-0.072211,-0.806397,1.336283,0.431147,4.219197
24,-35.812750,1.618027,-16.234670,0.6356583,0,-1.22169,0.548024,-0.072658,-0.833301,1.377167,2.799322,2.744324
25,-35.248580,1.617324,-17.461880,0.5641708,0,-1.227209,0.524101,-0.081085,-0.847787,1.350678,1.684931,2.091221
26,-34.924760,1.584952,-18.224600,0.323822,0,-0.7627201,-0.044448,-0.172310,-0.984039,0.828615,68.677090,39.581770
27,-34.869200,1.584400,-18.222970,0.05555725,0,0.001630783,0.462260,-0.177597,-0.868778,0.055581,69.023990,30.910480
28,-34.868100,1.588484,-18.219820,0.001102448,0,0.003149033,0.506701,-0.128130,-0.852548,0.003336,127.674400,5.576325
29,-34.791100,1.590863,-18.338250,0.07699966,0,-0.1184292,0.526571,-0.106657,-0.843414,0.141260,2.665282,2.492268
30,-34.154750,1.590887,-19.424370,0.6363487,0,-1.086121,0.514228,-0.106587,-0.851005,1.258808,14.733840,0.839130
31,-33.785310,1.591061,-20.744730,0.369442,0,-1.32036,0.474832,-0.104818,-0.873812,1.371072,2.474251,2.725021
32,-33.478370,1.590791,-22.057740,0.3069382,0,-1.313009,0.542727,-0.109085,-0.832796,1.348408,67.384610,4.818016
33,-32.826930,1.587707,-22.166260,0.6514397,0,-0.1085205,0.660867,-0.134511,-0.738351,0.660417,84.490750,10.206230
34,-32.896310,1.587005,-23.171380,-0.0693779,0,-1.005119,0.690042,-0.148016,-0.708472,1.007511,0.574031,3.196246
35,-32.957710,1.587695,-24.212670,-0.06140137,0,-1.04129,0.802999,-0.145106,-0.578046,1.043099,107.131200,10.175040
36,-32.628860,1.586464,-24.132160,0.3288498,0,0.08050919,0.871258,-0.152066,-0.466675,0.338562,44.395820,7.976798
37,-31.464040,1.589560,-24.822110,1.16482,0,-0.689949,0.929066,-0.118025,-0.350580,1.353822,7.389845,9.469686
38,-30.407070,1.592968,-25.648770,1.056971,0,-0.8266602,0.964100,-0.081738,-0.252645,1.341847,7.356555,8.079180
39,-29.263400,1.596428,-26.327090,1.143671,0,-0.6783199,0.974175,-0.026094,0.224281,1.329700,13.648650,30.842610
40,-27.998540,1.598604,-26.714370,1.264858,0,-0.3872814,0.880011,-0.018452,0.474594,1.322820,37.832950,15.811160
41,-26.926300,1.595160,-26.306870,1.072241,0,0.4075012,0.996557,-0.047807,0.067747,1.147065,31.965350,26.132100
42,-25.682050,1.602965,-26.552250,1.244249,0,-0.2453804,0.949985,0.068780,0.304628,1.268214,33.469230,15.094000
43,-24.538590,1.614834,-26.082980,1.143461,0,0.4692707,0.415590,0.208595,0.885310,1.236009,30.839950,55.170100
44,-23.320970,1.596528,-26.265540,1.217619,0,-0.18256,0.991897,-0.036868,-0.121574,1.231229,10.125200,81.768190
45,-22.074580,1.607050,-26.686260,1.246391,0,-0.4207211,0.935928,0.112690,0.333678,1.315484,7.347828,30.967450
46,-20.757260,1.598684,-26.949590,1.31732,0,-0.2633305,0.986833,-0.020991,-0.160373,1.343382,9.414192,34.120330
47,-19.949160,1.596484,-26.976260,0.8080997,0,-0.02666855,0.991527,-0.040848,-0.123316,0.808540,20.923370,3.279437
48,-18.856360,1.594551,-26.599270,1.0928,0,0.3769894,0.987477,-0.061300,-0.145370,1.155999,22.026990,2.458436
49,-17.512150,1.594850,-26.669570,1.34421,0,-0.07030106,0.983032,-0.056226,-0.174606,1.346047,2.048418,1.988536
50,-16.169090,1.596615,-26.788070,1.34306,0,-0.1184998,0.981550,-0.034787,-0.188013,1.348277,0.441462,2.001194
51,-14.799020,1.597346,-26.919610,1.37007,0,-0.1315384,0.981001,-0.026934,-0.192124,1.376370,3.557985,0.686875
52,-13.440680,1.597376,-27.135770,1.35834,0,-0.2161617,0.978426,-0.027157,-0.204805,1.375432,3.295922,0.754394
53,-12.122470,1.597684,-27.424100,1.31821,0,-0.2883301,0.970915,-0.023601,-0.238260,1.349374,1.392127,2.169113
54,-10.811410,1.598021,-27.744430,1.31106,0,-0.3203297,0.968965,-0.019638,-0.246415,1.349626,0.622754,0.707354
55,-9.478073,1.598193,-28.085610,1.333337,0,-0.3411789,0.963787,-0.017172,-0.266121,1.376296,54.968600,1.309062
