0.000000,0.000000,4.272647,12.3484
0.000000,0.000000,2.701826,15.8378
0.000000,0.000000,0.096913,9.7686
0.000000,0.000000,0.596105,6.5489
0.000000,0.000000,2.875350,9.1157
0.000000,0.000000,2.954726,6.6577
0.000000,0.000000,1.968017,8.3977
0.000000,0.000000,1.363149,10.2559
0.000000,0.000000,0.745986,7.0834
0.000000,0.000000,0.269069,8.9151
0.000000,0.000000,0.490189,9.2860
0.000000,0.000000,1.866554,7.0880
10.174290,7.088034,8.072632,4.6932
0.266144,2.394818,1.080646,1.0128
23.204550,3.407605,0.537048,0.3191
1.638292,3.726728,0.495746,0.1128
0.071326,3.839563,0.793522,0.1795
8.618100,4.019026,0.217606,0.7335
12.998950,3.285570,0.545364,0.6385
4.321734,2.647080,17.800810,6.9946
0.000000,0.000000,20.171880,25.8796
0.000000,0.000000,16.861630,1.5620
0.000000,0.000000,0.348866,4.2420
126.832800,4.242010,78.708710,2.4872
0.000000,0.000000,40.376890,2.1999
0.000000,0.000000,45.738390,0.1480
0.000000,0.000000,41.380600,0.9061
0.000000,0.000000,37.078150,5.5532
0.000000,0.000000,32.974730,6.3398
121.670700,6.339824,71.589930,0.0940
103.965400,6.433797,60.234870,0.4667
10.432450,6.900494,16.336110,5.8814
24.136570,1.019140,2.191067,1.3356
0.256409,2.354763,5.182475,0.2930
0.774049,2.061750,2.385893,0.4149
0.263187,1.646870,1.120998,0.0184
0.715732,1.628467,1.879719,0.2149
13.845350,1.843344,4.999124,0.5317
5.165585,1.311644,2.504053,0.3192
26.509040,1.630869,0.435662,0.1942
13.763080,1.825099,5.704545,0.0606
33.472830,1.764473,3.470062,0.0149
33.016980,1.749547,2.037497,0.0784
23.206860,1.827991,0.274112,0.1033
14.644250,1.931278,0.826379,0.0108
14.913730,1.942090,0.444114,0.2466
32.288150,2.188654,0.571298,0.0106
45.589770,2.199270,0.000000,0.1164
30.102720,2.315621,0.274112,0.0305
13.381750,2.346103,0.706098,0.3552
39.219920,2.701319,0.365840,0.1663
18.226830,2.535050,0.185575,0.4493
27.441400,2.984390,4.147466,1.7987
21.884370,1.185642,8.285364,0.1725
27.387390,1.358115,5.780249,2.0473
42.587050,3.405421,8.585929,4.9434
26.565240,8.348803,1.687600,2.7281
18.869160,11.076950,18.241380,6.0651
12.996270,5.011844,11.394460,5.2065
18.537480,10.218390,0.201741,7.8147
23.276260,18.033130,1.872835,35.1478
21.138440,53.180930,9.041898,40.2861
1.099495,12.894830,14.928690,12.1085
7.028363,0.786339,3.457683,0.2890
6.127560,0.497322,1.712236,0.2463
8.255094,0.743621,0.382573,0.4038
9.161672,0.339773,1.862356,0.6462
8.871282,0.985959,0.905470,0.2182
9.087504,1.204148,0.661456,0.6719
8.864502,0.532290,2.085534,0.1807
1.109417,0.712993,1.887615,0.5585
31.332170,0.154505,1.290133,0.6894
7.226156,0.843951,9.649319,6.2209
14.337620,7.064831,11.175020,6.4346
